adress,rooms,size,measure,level,repair,wall,price,status
 Шайхантахурский район,2,60,,3/8,Евроремонт,Кирпичный,1 500,аренду
 Яккасарайский район,4,180,,1/9,Евроремонт,Кирпичный,9 900,аренду
 Мирзо-Улугбекский район,4,100,,3/4,Евроремонт,Кирпичный,999,аренду
 Яккасарайский район,3,85,,6/8,Евроремонт,Кирпичный,1 400,аренду
 Мирзо-Улугбекский район,3,120,,3/7,Евроремонт,Кирпичный,2 000,аренду
 Юнусабадский район,3,100,,4/8,Евроремонт,Кирпичный,2 200,аренду
 Юнусабадский район,3,100,,5/8,Евроремонт,Кирпичный,1 700,аренду
 Яшнободский район,6+,370,,25/25,Евроремонт,Кирпичный,4 500,аренду
 Шайхантахурский район,4,125,,6/7,Евроремонт,Кирпичный,1 300,аренду
 Сергелийский район,1,40,,1/4,Евроремонт,Санузел раздельный,350,аренду
 Мирабадский район,3,70,,3/9,Евроремонт,Кирпичный,1 400,аренду
 Юнусабадский район,3,70,,8/9,Холодильник,Газоснабжение,700,аренду
 Мирабадский район,4,93,,3/9,Средний,Другое,650,аренду
 Яккасарайский район,2,50,,2/2,Телефонная линия,Кондиционер,700,аренду
 Олмазорский район,2,50,,4/4,Кондиционер,Парковочное место,450,аренду
 Чиланзарский район,2,50,,3/5,Холодильник,Телефонная линия,450,аренду
 Мирзо-Улугбекский район,3,70,,7/9,Лифт,Телефонная линия,950,аренду
 Юнусабадский район,4,120,,5/5,Евроремонт,Кирпичный,1 500,аренду
 Яккасарайский район,6+,220,,5/7,Евроремонт,Кирпичный,1 800,аренду
 Мирабадский район,4,180.8,,6/8,Евроремонт,Кирпичный,1 600,аренду
 Мирзо-Улугбекский район,3,100,,6/8,Евроремонт,Кирпичный,800,аренду
 Шайхантахурский район,2,70.8,,2/8,Евроремонт,Кирпичный,1 500,аренду
 Мирабадский район,3,80,,1/4,Евроремонт,Кирпичный,800,аренду
 Шайхантахурский район,3,96.8,,5/6,Евроремонт,Кирпичный,2 300,аренду
 Шайхантахурский район,3,100,,4/6,Евроремонт,Кирпичный,1 800,аренду
 Мирзо-Улугбекский район,3,90.8,,7/9,Евроремонт,Кирпичный,1 000,аренду
 Яккасарайский район,3,65,,4/5,Черновая отделка,Кирпичный,700,аренду
 Шайхантахурский район,3,92.8,,3/8,Евроремонт,Кирпичный,2 200,аренду
 Мирабадский район,3,88.8,,4/6,Евроремонт,Кирпичный,1 300,аренду
 Шайхантахурский район,3,90,,4/6,Евроремонт,Кирпичный,1 800,аренду
 Мирабадский район,4,180.93,,6/8,Евроремонт,Кирпичный,1 500,аренду
 Шайхантахурский район,2,73.3,,3/6,Евроремонт,Кирпичный,1 300,аренду
 Юнусабадский район,3,106.42,,5/9,Евроремонт,Кирпичный,1 000,аренду
 Юнусабадский район,4,100,,8/9,Черновая отделка,Панельный,850,аренду
 Юнусабадский район,3,108,,4/7,Евроремонт,Кирпичный,1 100,аренду
 Юнусабадский район,3,106.42,,3/9,Евроремонт,Кирпичный,1 100,аренду
 Юнусабадский район,3,106.42,,6/9,Евроремонт,Кирпичный,1 500,аренду
 Мирзо-Улугбекский район,4,115,,3/4,Черновая отделка,Кирпичный,800,аренду
 Шайхантахурский район,6+,200,,1/2,Евроремонт,Кирпичный,2 000,аренду
 Мирабадский район,3,70,,8/9,Евроремонт,Панельный,850,аренду
 Учтепинский район,3,65,,4/5,Средний,Кирпичный,500,аренду
 Чиланзарский район,1,30,,2/2,Средний,Кирпичный,250,аренду
 Мирзо-Улугбекский район,2,45,,1/3,Черновая отделка,Кирпичный,300,аренду
 Яккасарайский район,2,65,,4/4,Евроремонт,Кирпичный,1 000,аренду
 Юнусабадский район,3,63,,2/5,Евроремонт,Монолитный,602,аренду
 Шайхантахурский район,3,80,,5/5,Средний,Панельный,1 200,аренду
 Яккасарайский район,3,96,,2/9,Евроремонт,Кирпичный,994.3,аренду
 Шайхантахурский район,2,55,,5/12,Средний,Кирпичный,100,аренду
 Юнусабадский район,3,60,,2/4,Средний,Панельный,500,аренду
 Яшнободский район,3,66,,1/4,Евроремонт,Панельный,550,аренду
 Мирзо-Улугбекский район,1,45,,3/4,Черновая отделка,Кирпичный,350,аренду
 Мирзо-Улугбекский район,2,60,,4/9, , ,900,аренду
 Яшнободский район,2,50,,7/9, , ,750,аренду
 Мирзо-Улугбекский район,2,60,,2/9, , ,750,аренду
 Мирзо-Улугбекский район,2,60,,1/5, , ,700,аренду
 Яккасарайский район,2,50,,2/5, , ,700,аренду
 Мирзо-Улугбекский район,2,60,,2/4, , ,700,аренду
 Яшнободский район,2,60,,8/9,Евроремонт, ,700,аренду
 Шайхантахурский район,2,60,,2/4,Евроремонт, ,550,аренду
 Шайхантахурский район,4,126,,3/7,Евроремонт, ,3 000,аренду
 Яккасарайский район,2,52,,4/9,Евроремонт,Панельный,1 100,аренду
 Мирзо-Улугбекский район,2,45,,4/4,Черновая отделка,Телевизор,500,аренду
 Юнусабадский район,2,60,,7/9,Средний, ,500,аренду
 Юнусабадский район,2,52,,2/4,Евроремонт,Кирпичный,1 200,аренду
 Юнусабадский район,2,80,,5/16,Парковочное место,Холодильник,1 000,аренду
 Чиланзарский район,2,50,,2/4,Черновая отделка,Кондиционер,700,аренду
